Year,Position,Song Title,Artist,Loudness
1987,83,Throw Some D's,Rich Boy feat. Polow Da Don,
1987,84,Rehab,Amy Winehouse,-2.974
1987,85,Big Things Poppin' (Do It),T.I.,-6.741
1987,86,No One,Alicia Keys,-5.419
1987,87,The Great Escape,Boys Like Girls,-4.012
1987,88,2 Step,Unk,-6.145
1987,89,Walk Away (Remember Me),Paula DeAnda feat. The DEY,-5.797
1987,90,Go Getta,Young Jeezy feat. R. Kelly,-9.696
1987,91,Here (In Your Arms),Hellogoodbye,-6.797
1987,92,On The Hotline,Pretty Ricky,-5.469
1987,93,Wind It Up,Gwen Stefani,-6.899
1987,94,Cyclone,Baby Bash feat. T-Pain,-4.622
1987,95,Break It Off,Rihanna and Sean Paul,-9.789
1987,96,First Time,Lifehouse,-2.214
1987,97,Ayo Technology,50 Cent feat. Justin Timberlake and Timbaland,-10.472
1987,98,Outta My System,Bow Wow feat. T-Pain and Johnta Austin,
1987,99,Teardrops On My Guitar,Taylor Swift,-6.794
1987,100,Shut Up And Drive,Rihanna,-4.902
1988,1,Snow ((Hey Oh)),Red Hot Chili Peppers,-3.682
1988,2,Money Maker,Ludacris feat. Pharrell,-11.061
1988,3,Kiss Kiss,Chris Brown feat. T-Pain,-3.386
1988,4,Far Away,Nickelback,-5.153
1988,5,Rock Yo Hips,Crime Mob feat. Lil Scrappy,-7.089
1988,6,Lovestoned,Justin Timberlake,-6.243
1988,7,Better Than Me,Hinder,-5.172
1988,8,Paralyzer,Finger Eleven,-3.425
1988,9,That's That,Snoop Dogg feat. R. Kelly,
1988,10,Same Girl,R. Kelly and Usher,-9.477
1988,11,Tonight's The Night (Gonna Be Alright),Rod Stewart,-12.617
1988,12,I Just Want To Be Your Everything,Andy Gibb,-7.393
1988,13,Best Of My Love,Emotions,-6.865
1988,14,"Love Theme From ""A Star Is Born""",Barbra Streisand,-10.943
1988,15,Angel In Your Arms,Hot,-14.109
1988,16,I Like Dreamin',Kenny Nolan,-11.629
1988,17,Don't Leave Me This Way,Thelma Houston,-11.521
1988,18,(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,-8.913
1988,19,Undercover Angel,Alan O'Day,-9.94
1988,20,Torn Between Two Lovers,Mary MacGregor,-11.426
1988,21,I'm Your Boogie Man,K.C. and The Sunshine Band,-10.082
1988,22,Dancing Queen,ABBA,-6.53
1988,23,You Make Me Feel Like Dancing,Leo Sayer,-5.281
1988,24,Margaritaville,Jimmy Buffett,-13.654
1988,25,Telephone Line,Electric Light Orchestra,-8.164
1988,26,Whatcha Gonna Do?,Pablo Cruise,-14.276
1988,27,Do You Wanna Make Love?,Peter McCann,-10.993
1988,28,Sir Duke,Stevie Wonder,-9.628
1988,29,Hotel California,Eagles,-9.484
1988,30,"Got To Give It Up, Pt. 1",Marvin Gaye,-9.019
1988,31,"Theme From ""Rocky"" (Gonna Fly Now)",Bill Conti,-3.7
1988,32,Southern Nights,Glen Campbell,-8.89
1988,33,Rich Girl,Daryl Hall and John Oates,-6.303
1988,34,When I Need You,Leo Sayer,-8.167
1988,35,Hot Line,Sylvers,-3.207
1988,36,Car Wash,Rose Royce,-13.212
1988,37,You Don't Have To Be A Star,Marilyn McCoo and Billy Davis Jr.,-8.464
1988,38,Fly Like An Eagle,Steve Miller Band,-12.703
1988,39,Don't Give Up On Us,David Soul,-13.588
1988,40,On And On,Stephen Bishop,-10.268
1988,41,Feels Like The First Time,Foreigner,-4.537
1988,42,Couldn't Get It Right,Climax Blues Band,-11.074
1988,43,Easy,Commodores,-15.06
1988,44,Right Time Of The Night,Jennifer Warnes,-10.149
1988,45,I've Got Love On My Mind,Natalie Cole,-8.254
1988,46,Blinded By The Light,Manfred Mann's. Earth Band,-10
1988,47,Looks Like We Made It,Barry Manilow,-7.681
1988,48,So In To You,Atlanta Rhythm Section,-6.963
1988,49,Dreams,Fleetwood Mac,-9.744
1988,50,Enjoy Yourself,Jacksons,-6.391
1988,51,Dazz,Brick,-7.931
1988,52,I'm In You,Peter Frampton,-7.235
1988,53,Lucille,Kenny Rogers,-11.954
1988,54,The Things We Do For Love,10cc,-9.837
1988,55,Da Doo Ron Ron,Shaun Cassidy,-11.553
1988,56,Handy Man,James Taylor,-14.17
1988,57,Just A Song Before I Go,"Crosby, Stills and Nash",-18.003
1988,58,You And Me,Alice Cooper,-16.102
1988,59,Swayin' To The Music (Slow Dancin'),Johnny Rivers,-19.343
1988,60,Lonely Boy,Andrew Gold,-10.79
1988,61,I Wish,Stevie Wonder,-10.388
1988,62,Don't Stop,Fleetwood Mac,-7.821
1988,63,Barracuda,Heart,-13.553
1988,64,Strawberry Letter 23,Brothers Johnson,-11.644
1988,65,Night Moves,Bob Seger and The Silver Bullet Band,-6.631
1988,66,You're My World,Helen Reddy,-12.038
1988,67,Heard It In A Love Song,Marshall Tucker Band,-7.479
1988,68,Carry On Wayward Son,Kansas,-5.735
1988,69,New Kid In Town,Eagles,-9.811
1988,70,My Heart Belongs To Me,Barbra Streisand,-15.723
1988,71,After The Lovin',Engelbert Humperdinck,-7.893
1988,72,Jet Airliner,Steve Miller Band,-11.5
1988,73,Stand Tall,Burton Cummings,-10.128
1988,74,Way Down,Elvis Presley,-6.554
1988,75,Weekend In New England,Barry Manilow,-6.997
1988,76,It Was Almost Like A Song,Ronnie Milsap,-15.099
1988,77,Smoke From A Distant Fire,Sanford Townsend Band,-9.343
1988,78,Cold As Ice,Foreigner,-11.81
1988,79,Ariel,Dean Friedman,-9.422
1988,80,Lost Without Your Love,Bread,-11.119
1988,81,Star Wars Theme-Cantina Band,Meco,-10.369
1988,82,Float On,Floaters,-8.536
1988,83,Jeans On,David Dundas,-9.741
1988,84,Lido Shuffle,Boz Scaggs,-4.716
1988,85,Keep It Comin' Love,K.C. and The Sunshine Band,-11.81
1988,86,You Made Me Believe In Magic,Bay City Rollers,-7.09
1988,87,Livin' Thing,Electric Light Orchestra,-7.097
1988,88,Give A Little Bit,Supertramp,-5.358
1988,89,That's Rock 'N' Roll,Shaun Cassidy,-11.999
1988,90,Love So Right,Bee Gees,-13.226
1988,91,The Rubberband Man,Spinners,-11.573
1988,92,I Never Cry,Alice Cooper,-15.602
1988,93,Nobody Does It Better,Carly Simon,-12.699
1988,94,High School Dance,Sylvers,-3.661
1988,95,Love's Grown Deep,Kenny Nolan,-12.546
1988,96,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,-10.961
1988,97,I Wanna Get Next To You,Rose Royce,-19.981
1988,98,Somebody To Love,Queen,-6.861
1988,99,Muskrat Love,Captain and Tennille,-16.678
1988,100,Walk This Way,Aerosmith,-10.613
1989,1,Whispering-Cherchez La Femme-C'est Si Bon,Dr. Buzzard's Original Savannah Band,
1989,2,Year Of The Cat,Al Stewart,-9.165
1989,3,Boogie Nights,Heatwave,-14.636
1989,4,Go Your Own Way,Fleetwood Mac,-5.139
1989,5,Sorry Seems To Be The Hardest Word,Elton John,-12.676
1989,6,Don't Worry Baby,B.J. Thomas,-16.329
1989,7,"Knowing Me, Knowing You",ABBA,-7.109
1989,8,How Much Love,Leo Sayer,-6.627
1989,9,Star Wars (Main Title),London Symphony Orchestra,-11.73
1989,10,Devil's Gun,C.J. and Co.,-5.117
1989,11,Stranger On The Shore,Mr. Acker Bilk,-12.47
1989,12,I Can't Stop Loving You,Ray Charles,-3.68
1989,13,Mashed Potato Time,Dee Dee Sharp,-7.193
1989,14,Roses Are Red (My Love),Bobby Vinton,-10.071
1989,15,The Stripper,David Rose,-10.055
1989,16,Johnny Angel,Shelley Fabares,-9.132
1989,17,The Loco-Motion,Little Eva,-6.311
1989,18,Let Me In,Sensations,-3.16
1989,19,The Twist,Chubby Checker,-7.13
1989,20,Soldier Boy,Shirelles,-15.481
1989,21,Hey! Baby,Bruce Channel,-5.597
1989,22,The Wanderer,Dion,-11.37
1989,23,Duke Of Earl,Gene Chandler,-11.091
1989,24,Palisades Park,Freddy Cannon,-6.151
1989,25,Breaking Up Is Hard To Do,Neil Sedaka,-5.466
1989,26,Wolverton Mountain,Claude King,-15.039
1989,27,Slow Twistin',Chubby Checker,-6.892
1989,28,It Keeps Right On a-Hurtin',Johnny Tillotson,-9.507
1989,29,The One Who Really Loves You,Mary Wells,-13.531
1989,30,Good Luck Charm,Elvis Presley,-17.228
1989,31,Midnight In Moscow,Kenny Ball,-14.117
1989,32,Sheila,Tommy Roe,-12.479
1989,33,Twistin' The Night Away,Sam Cooke,-7.83
1989,34,Wah-Watusi,Orlons,-6.084
1989,35,Peppermint Twist,Joey Dee and The Starlighters,-9.727
1989,36,Break It To Me Gently,Brenda Lee,-10.414
1989,37,Playboy,Marvelettes,-4.727
1989,38,Ramblin' Rose,Nat King Cole,-8.615
1989,39,Sealed With A Kiss,Brian Hyland,-11.437
1989,40,She Cried,Jay and The Americans,-10.726
1989,41,Don't Break The Heart That Loves You,Connie Francis,-6.578
1989,42,Dear Lady Twist,Gary U.S. Bonds,-7.156
1989,43,Norman,Sue Thompson,-9.446
1989,44,Love Letters,Ketty Lester,-14.282
1989,45,Party Lights,Claudine Clark,-7.948
1989,46,Cotton Fields,Highwaymen,-18.666
1989,47,Alley Cat,Bent Fabric,-13.466
1989,48,Twist And Shout,Isley Brothers,-6.526
1989,49,Theme From Dr. Kildare,Richard Chamberlain,-14.515
1989,50,Tuff,Ace Cannon,-12.573
1989,51,"Lover, Please",Clyde Mcphatter,-5.346
1989,52,I Know,Barbara George,-10.678
1989,53,Young World,Rick Nelson,-10.953
1989,54,Baby It's You,Shirelles,-13.976
1989,55,Speedy Gonzales,Pat Boone,-12.88
1989,56,A Little Bitty Tear,Burl Ives,-15.3
1989,57,Crying In The Rain,Everly Brothers,-9.381
1989,58,Al Di La',Emillo Pericoli,
1989,59,Shout! Shout! (Knock Yourself Out),Ernie Maresca,-8.476
1989,60,What's Your Name,Don and Juan,-7.963
1989,61,Smoky Places,Corsairs,-10.387
1989,62,Having A Party,Sam Cooke,-7.482
1989,63,Green Onions,Booker T and The MG's,-10.629
1989,64,You Don't Know Me,Ray Charles,-8.952
1989,65,Sherry,Four Seasons,-8.062
1989,66,Johnny Get Angry,Joanie Sommers,-14.47
1989,67,Can't Help Falling In Love,Elvis Presley,-15.447
1989,68,Shout,Joey Dee,-16.023
1989,69,Rinky Dink,"Dave ""Baby"" Cortez",-9.586
1989,70,Moon River,Henry Mancini,-19.695
1989,71,Ahab The Arab,Ray Stevens,-9.55
1989,72,Things,Bobby Darin,-3.572
1989,73,The Man Who Shot Liberty Valance,Gene Pitney,-9.757
1989,74,You Belong To Me,Duprees,-7.664
1989,75,Dream Baby,Roy Orbison,-9.248
1989,76,Snap Your Fingers,Joe Henderson,-14.434
1989,77,Lovers Who Wander,Dion,-11.743
1989,78,Let's Dance,Chris Montez,-6.215
1989,79,Cindy's Birthday,Johnny Crawford,-12.6
1989,80,You Beat Me To The Punch,Mary Wells,-12.507
1989,81,You'll Lose A Good Thing,Barbara Lynn,-13.218
1989,82,Uptown,Crystals,-7.833
1989,83,Everybody Loves Me But You,Brenda Lee,-15.098
1989,84,Patches,Dickie Lee,
1989,85,Venus In Blue Jeans,Jimmy Clanton,-3.238
1989,86,Love Me Warm And Tender,Paul Anka,-8.583
1989,87,Teen Age Idol,Rick Nelson,
1989,88,She's Got You,Patsy Cline,-17.545
1989,89,Dear One,Larry Finnegan,-10.893
1989,90,Her Royal Majesty,James Darren,-8.668
1989,91,Old Rivers,Walter Brennan,-11.705
1989,92,Funny Way Of Laughin',Burl Ives,-20.756
1989,93,A Swingin' Safari,Billy Vaughn,-21.266
1989,94,Tell Me,Dick and Deedee,
1989,95,P.T. 109,Jimmy Dean,-10.408
1989,96,Little Diane,Dion,-9.827
1989,97,Percolator (Twist),Billy Joe and The Checkmates,-12.272
1989,98,"Twist, Twist Senora",Gary U.S. Bonds,-7.678
1989,99,Twistin' Matilda,Jimmy Soul,-8.273
1989,100,Gravy,Dee Dee Sharp,-4.364
1990,1,Walk On The Wild Side,Jimmy Smith,-13.868
1990,2,Soul Twist,King Curtis,-9.901
1990,3,I'll Never Dance Again,Bobby Rydell,-5.49
1990,4,I'm Blue,Ikettes,-8.166
1990,5,Where Have All The Flowers Gone,Kingston Trio,-20.93
1990,6,"(Girls, Girls, Girls) Were Made To Love",Eddie Hodges,
1990,7,Town Without Pity,Gene Pitney,-6.43
1990,8,If I Had A Hammer,"Peter, Paul and Mary",-11.231
1990,9,I Wish That We Were Married,Ronnie and The Hi-lites,-11.59
1990,10,Surfin' Safari,Beach Boys,-5.251
1990,11,Somebody That I Used To Know,Gotye feat. Kimbra,-6.972
1990,12,Call Me Maybe,Carly Rae Jepsen,-6.502
1990,13,We Are Young,fun. feat. Janelle Monae,-5.576
1990,14,Payphone,Maroon 5 feat. Wiz Khalifa,-9.124
1990,15,Lights,Ellie Goulding,-6.132
1990,16,Glad You Came,Wanted,-4.5
1990,17,Stronger (What Doesn't Kill You),Kelly Clarkson,-4.282
1990,18,We Found Love,Rihanna feat. Calvin Harris,-3.425
1990,19,Starships,Nicki Minaj,-2.457
1990,20,What Makes You Beautiful,One Direction,-2.451
1990,21,Wild Ones,Flo Rida feat. Sia,-5.324
1990,22,Set Fire To The Rain,Adele,-3.879
1990,23,Sexy And I Know It,LMFAO,-4.225
1990,24,Some Nights,fun.,-7.045
1990,25,Wide Awake,Katy Perry,-5.099
1990,26,Good Feeling,Flo Rida,-4.444
1990,27,Whistle,Flo Rida,-5.746
1990,28,One More Night,Maroon 5,-3.439
1990,29,Drive By,Train,-3.113
1990,30,The Motto,Drake feat. Lil Wayne,-7.628
1990,31,Where Have You Been,Rihanna,-6.34
1990,32,Everybody Talks,Neon Trees,-3.858
1990,33,Take Care,Drake feat. Rihanna,-13.876
1990,34,Titanium,David Guetta feat. Sia,-3.641
1990,35,I Won't Give Up,Jason Mraz,-10.058
1990,36,It Will Rain,Bruno Mars,-6.885
1990,37,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",-8.536
1990,38,Boyfriend,Justin Bieber,-6.019
1990,39,Party Rock Anthem,LMFAO feat. Lauren Bennett and GoonRock,-12.014
1990,40,Too Close,Alex Clare,-4.16
1990,41,Part Of Me,Katy Perry,-4.63
1990,42,"Young, Wild and Free",Snoop Dogg and Wiz Khalifa feat. Bruno Mars,-6.425
1990,43,We Are Never Ever Getting Back Together,Taylor Swift,-5.891
1990,44,As Long as You Love Me,Justin Bieber feat. Big Sean,-8.99
1990,45,Turn Me On,David Guetta feat. Nicki Minaj,-2.243
1990,46,Moves Like Jagger,Maroon 5 feat. Christina Aguilera,-7.4
1990,47,Blow Me (One Last Kiss),P!nk,-2.954
1990,48,Good Time,Owl City and Carly Rae Jepsen,-13.865
1990,49,Give Your Heart A Break,Demi Lovato,-3.099
1990,50,Ni**As In Paris,Jay Z and Kanye West,-6.125
1990,51,The One That Got Away,Katy Perry,-4.023
1990,52,Feel So Close,Calvin Harris,-2.842
1990,53,Someone Like You,Adele,-8.251
1990,54,Scream,Usher,-5.18
1990,55,Rack City,Tyga,-10.969
1990,56,Domino,Jessie J,-4.573
1990,57,Gangnam Style,Psy,-2.812
1990,58,International Love,Pitbull feat. Chris Brown,-3.043
1990,59,Home,Phillip Phillips,-6.02
1990,60,Without You,David Guetta feat. Usher,-3.676
1990,61,Ass Back Home,Gym Class Heroes feat. Neon Hitch,-4.289
1990,62,Wanted,Hunter Hayes,-7.692
1990,63,Drunk On You,Luke Bryan,-4.401
1990,64,No Lie,2 Chainz feat. Drake,-10.066
1990,65,Want U Back,Cher Lloyd,-2.94
1990,66,Don't Wake Me Up,Chris Brown,-5.197
1990,67,Dance (A$$),Big Sean feat. Nicki Minaj,-15.736
1990,68,Springsteen,Eric Church,-5.935
1990,69,Brokenhearted,Karmin,-2.732
1990,70,Not Over You,Gavin DeGraw,-4.592
1990,71,Stereo Hearts,Gym Class Heroes feat. Adam Levine,-3.293
1990,72,Back In Time,Pitbull,-4.453
1990,73,Work Out,J. Cole,-6.903
1990,74,Rumour Has It,Adele,-5.05
1990,75,Let's Go,Calvin Harris feat. Ne-Yo,-2.932
1990,76,Good Girl,Carrie Underwood,-2.849
1990,77,Pontoon,Little Big Town,-5.715
1990,78,Ho Hey,Lumineers,-9.074
1990,79,Paradise,Coldplay,-6.762
1990,80,Blown Away,Carrie Underwood,-2.569
1990,81,Rolling In The Deep,Adele,-5.119
1990,82,Climax,Usher,-8.837
1990,83,"Work Hard, Play Hard",Wiz Khalifa,-4.475
1990,84,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,-6.631
1990,85,Pound The Alarm,Nicki Minaj,-3.686
1990,86,Come Over,Kenny Chesney,-7.169
1990,87,Heart Attack,Trey Songz,-4.87
1990,88,Drank In My Cup,Kirko Bangz,-7.98
1990,89,Birthday Cake,Rihanna feat. Chris Brown,-6.606
1990,90,So Good,B.o.B,-5.02
1990,91,50 Ways To Say Goodbye,Train,-2.664
1990,92,Red Solo Cup,Toby Keith,-6.655
1990,93,Love You Like A Love Song,Selena Gomez and The Scene,-3.87
1990,94,Turn Up The Music,Chris Brown,-5.792
1990,95,Die Young,Ke$ha,-4.805
1990,96,5 O'Clock,T-Pain feat. Wiz Khalifa and Lily Allen,-12.27
1990,97,A Thousand Years,Christina Perri,-7.445
1990,98,Take A Little Ride,Jason Aldean,-3.771
1990,99,You Da One,Rihanna,-5.377
1990,100,We Run The Night,Havana Brown feat. Pitbull,-7.17
1991,1,It's Time,Imagine Dragons,-4.748
1991,2,Cashin' Out,Ca$h Out,-3.627
1991,3,I Don't Want This Night To End,Luke Bryan,-4.02
1991,4,Diamonds,Rihanna,-4.91
1991,5,Hard To Love,Lee Brice,-6.177
1991,6,Somethin' 'Bout A Truck,Kip Moore,-5.417
1991,7,Adorn,Miguel,-5.693
1991,8,Fly Over States,Jason Aldean,-3.269
1991,9,Even If It Breaks Your Heart,Eli Young Band,-4.6
1991,10,Burn It Down,Linkin Park,-4.45
1991,11,Goodnight Irene,Gordon Jenkins and The Weavers,-10.404
1991,12,Mona Lisa,Nat King Cole,-15.636
1991,13,Third Man Theme,Anton Karas,-11.518
1991,14,Sam's Song,Gary and Bing Crosby,
1991,15,Simple Melody,Gary and Bing Crosby,-13.889
1991,16,"Music, Music, Music",Teresa Brewer,-14.35
1991,17,Third Man Theme,Guy Lombardo,-12.071
1991,18,Chattanoogie Shoe Shine Boy,Red Foley,-15.948
1991,19,Harbor Lights,Sammy Kaye,-18.891
1991,20,It Isn't Fair,Sammy Kaye and Don Cornell,
1991,21,If I Knew You Were Coming I'd've Baked A Cake,Eileen Barton,
1991,22,Bonaparte's Retreat,Kay Starr,-15.119
1991,23,"Tzena, Tzena, Tzena",Gordon Jenkins and The Weavers,-7.984
1991,24,There's No Tomorrow,Tony Martin,-10.171
1991,25,The Thing,Phil Harris,-9.136
1991,26,Sentimental Me,Ames Brothers,-11.459
1991,27,I Wanna Be Loved,Andrews Sisters and Gordon Jenkins,
1991,28,Tennessee Waltz,Patti Page,-12.619
1991,29,"I Can Dream, Can't I",Andrews Sisters and Gordon Jenkins,
1991,30,I'll Never Be Free,Tennessee Ernie Ford and Kay Starr,-11.312
1991,31,All My Love,Patti Page,-14.83
1991,32,My Foolish Heart,Gordon Jenkins,-13.386
1991,33,Rag Mop,Ames Brothers,-14.53
1991,34,Bewitched,Bill Snyder,-24.295
1991,35,Hoop-Dee-Doo,Perry Como,-11.916
1991,36,Bewitched,Gordon Jenkins,
1991,37,Can Anyone Explain?,Ames Brothers,-20.998
1991,38,My Foolish Heart,Billy Eckstine,-17.147
1991,39,Dear Hearts And Gentle People,Bing Crosby,-12.703
1991,40,Cry Of The Wild Goose,Frankie Laine,-12.261
1991,41,Every Breath You Take,Police,-9.78
1991,42,Billie Jean,Michael Jackson,-3.051
1991,43,Flashdance... What A Feeling,Irene Cara,-8.137
1991,44,Down Under,Men At Work,-4.7
1991,45,Beat It,Michael Jackson,-3.704
1991,46,Total Eclipse Of The Heart,Bonnie Tyler,-8.179
1991,47,Maneater,Daryl Hall and John Oates,-7.159
1991,48,Baby Come To Me,Patti Austin and James Ingram,-12.206
1991,49,Maniac,Michael Sembello,-11.516
1991,50,Sweet Dreams (Are Made Of This),Eurythmics,-7.498
1991,51,Do You Really Want To Hurt Me,Culture Club,-14.996
1991,52,You And I,Eddie Rabbitt and Crystal Gayle,-12.515
1991,53,Come On Eileen,Dexy's Midnight Runners,-8.653
1991,54,Shame On The Moon,Bob Seger and The Silver Bullet Band,-7.524
1991,55,She Works Hard For The Money,Donna Summer,-12.963
1991,56,Never Gonna Let You Go,Sergio Mendes,-12.35
1991,57,Hungry Like The Wolf,Duran Duran,-7.772
1991,58,Let's Dance,David Bowie,-9.414
1991,59,Twilight Zone,Golden Earring,-6.516
1991,60,I Know There's Something Going On,Frida,-8.269
1991,61,Jeopardy,Greg Kihn Band,-4.695
1991,62,Electric Avenue,Eddy Grant,-10.988
1991,63,She Blinded Me With Science,Thomas Dolby,
1991,64,Africa,Toto,-18.064
1991,65,Little Red Corvette,Prince,-11.045
1991,66,Back On The Chain Gang,Pretenders,-6.081
1991,67,Up Where We Belong,Joe Cocker and Jennifer Warnes,-13.993
1991,68,Mr. Roboto,Styx,-12.007
1991,69,You Are,Lionel Richie,-10.123
1991,70,Der Kommissar,After The Fire,-7.468
1991,71,Puttin' On The Ritz,Taco,-17.112
1991,72,Sexual Healing,Marvin Gaye,-9.7
1991,73,(Keep Feeling) Fascination,Human League,-9.042
1991,74,Time (Clock Of The Heart),Culture Club,-6.329
1991,75,The Safety Dance,Men Without Hats,-13.461
1991,76,Mickey,Toni Basil,-11.531
1991,77,You Can't Hurry Love,Phil Collins,-4.593
1991,78,Separate Ways,Journey,-3.947
1991,79,One On One,Daryl Hall and John Oates,-9.497
1991,80,We've Got Tonight,Kenny Rogers and Sheena Easton,-14.89
1991,81,1999,Prince,-8.201
1991,82,Stray Cat Strut,Stray Cats,-9.482
1991,83,Allentown,Billy Joel,-8.312
1991,84,Stand Back,Stevie Nicks,-9.455
1991,85,Tell Her About It,Billy Joel,-5.241
1991,86,Always Somethmg There To Remind Me,Naked Eyes,
1991,87,Truly,Lionel Richie,-13.794
1991,88,Dirty Laundry,Don Henley,-6.639
1991,89,The Girl Is Mine,Michael Jackson and Paul McCartney,-6.557
1991,90,Too Shy,Kajagoogoo,-11.067
1991,91,Goody Two Shoes,Adam Ant,-4.762
1991,92,Rock The Casbah,Clash,-6.722
1991,93,Our House,Madness,-10.614
1991,94,Overkill,Men At Work,-3.963
1991,95,Is There Something I Should Know,Duran Duran,-4.956
1991,96,Gloria,Laura Branigan,-3.598
1991,97,Affair Of The Heart,Rick Springfield,-7.245
1991,98,She's A Beauty,Tubes,-9.569
1991,99,Solitaire,Laura Branigan,-5.298
1991,100,Don't Let It End,Styx,-14.504
1992,1,How Am I Supposed To Live Without You,Laura Branigan,-8.26
1992,2,China Girl,David Bowie,-9.838
1992,3,Come Dancing,Kinks,-11.617
1992,4,"Promises, Promises",Naked Eyes,-10.852
1992,5,The Other Guy,Little River Band,-10.939
1992,6,Making Love Out Of Nothing At All,Air Supply,-5.541
1992,7,Family Man,Daryl Hall and John Oates,-5.79
1992,8,Wanna Be Startin' Somethin',Michael Jackson,-4.206
1992,9,I Won't Hold You Back,Toto,-15.067
1992,10,All Right,Christopher Cross,-5.225
1992,11,Straight From The Heart,Bryan Adams,-18.504
1992,12,Heart To Heart,Kenny Loggins,-12.773
1992,13,My Love,Lionel Richie,-13.189
1992,14,I'm Still Standing,Elton John,-6.823
1992,15,Hot Girls In Love,Loverboy,-11.164
1992,16,It's A Mistake,Men At Work,-4.593
1992,17,I'll Tumble 4 Ya,Culture Club,-13.983
1992,18,All This Love,Debarge,-4.473
1992,19,Your Love Is Driving Me Crazy,Sammy Hagar,-10.779
1992,20,Heartbreaker,Dionne Warwick,-12.142
1992,21,Faithfully,Journey,-5.212
1992,22,Steppin' Out,Joe Jackson,-20.344
1992,23,Take Me To Heart,Quarterflash,-10.5
1992,24,(She's) Sexy + 17,Stray Cats,-5.593
1992,25,Try Again,Champaign,-11.477
1992,26,Dead Giveaway,Shalamar,-9.069
1992,27,Lawyers In Love,Jackson Browne,-7.157
1992,28,What About Me,Moving Pictures,-6.782
1992,29,Human Nature,Michael Jackson,-10.041
1992,30,Photograph,Def Leppard,-6.606
1992,31,Pass The Dutchie,Musical Youth,-14.345
1992,32,TRUE,Spandau Ballet,-9.361
1992,33,Far From Over,Frank Stallone,-16.971
1992,34,I've Got A Rock 'N' Roll Heart,Eric Clapton,-6.514
1992,35,It Might Be You,Stephen Bishop,-10.41
1992,36,Tonight I Celebrate My Love,Peabo Bryson and Roberta Flack,-14.492
1992,37,You Got Lucky,Tom Petty and The Heartbreakers,-10.998
1992,38,Don't Cry,Asia,-8.702
1992,39,Breaking Us In Two,Joe Jackson,-18.581
1992,40,Fall In Love With Me,"Earth, Wind and Fire",-11.363
1992,41,To Sir With Love,Lulu,-9.378
1992,42,The Letter,Box Tops,-12.156
1992,43,Ode To Billie Joe,Bobby Gentry,-17.007
1992,44,Windy,Association,-7.767
1992,45,I'm A Believer,Monkees,-6.05
1992,46,Light My Fire,Doors,-5.787
1992,47,Somethin' Stupid,Nancy Sinatra and Frank Sinatra,-11.761
1992,48,Happy Together,Turtles,-9.638
1992,49,Groovin',Young Rascals,-8.903
1992,50,Can't Take My Eyes Off You,Frankie Valli,-23.033
1992,51,Little Bit O' Soul,Music Explosion,-8.627
1992,52,I Think We're Alone Now,Tommy James and The Shondells,-11.05
1992,53,Respect,Aretha Franklin,-5.226
1992,54,I Was Made To Love Her,Stevie Wonder,-6.685
1992,55,Come Back When You Grow Up,Bobby Vee and The Strangers,
1992,56,Kind Of A Drag,Buckinghams,-7.996
1992,57,Sweet Soul Music,Arthur Conley,-9.669
1992,58,Expressway To Your Heart,Soul Survivors,-12.746
1992,59,Soul Man,Sam and Dave,-13.241
1992,60,Never My Love,Association,-14.862
1992,61,"Apples, Peaches, Pumpkin Pie",Jay and The Techniques,-11.065
1992,62,Come On Down To My Boat,Every Mothers' Son,-7.292
1992,63,Incense And Peppermints,Strawberry Alarm Clock,-11.11
1992,64,Ruby Tuesday,Rolling Stones,-10.766
1992,65,It Must Be Him,Vicki Carr,-17.252
1992,66,Gimme Little Sign,Brenton Wood,-5.016
1992,67,For What It's Worth,Buffalo Springfield,-10.164
1992,68,Love Is Here And Now You're Gone,Supremes,-7.744
1992,69,The Happening,Supremes,-6.839
1992,70,All You Need Is Love,Beatles,-7.768
1992,71,Release Me (And Let Me Love Again),Engelbert Humperdinck,-7.675
1992,72,Your Precious Love,Marvin Gaye and Tammi Terrell,-10.611
1992,73,Somebody To Love,Jefferson Airplane,-9.302
1992,74,Get On Up,Esquires,-12.745
1992,75,Brown Eyed Girl,Van Morrison,-10.964
1992,76,Jimmy Mack,Martha and The Vandella,
1992,77,I Got Rhythm,Happenings,-12.983
1992,78,A Whiter Shade Of Pale,Procol Harum,-6.905
1992,79,Don't You Care,Buckinghams,-11.073
1992,80,Then You Can Tell Me Goodbye,Casinos,-10.394
1992,81,Reflections,Diana Ross and The Supremes,-10.408
1992,82,On A Carousel,Hollies,-10.861
1992,83,Please Love Me Forever,Bobby Vinton,-11.402
1992,84,Alfie,Dionne Warwick,-9.849
1992,85,Silence Is Golden,Tremeloes,-5.769
1992,86,My Cup Runneth Over,Ed Ames,-9.628
1992,87,"Up, Up And Away",Fifth Dimension,-14.601
1992,88,San Francisco,Scott Mckenzie,-10.404
1992,89,"The Rain, The Park And Other Things",Cowsills,-8.733
1992,90,There's A Kind Of Hush,Herman's Hermits,-9.164
1992,91,"Mercy, Mercy, Mercy",Buckinghams,-11.052
1992,92,This Is My Song,Petula Clark,-8.063
